Timestamp,Channel,Best_Channel,RSSI,Noise_Floor,Channel_Utilization,Latency_Before,Signal Quality (%),Interference_Status,Decision
"2026-06-24 05:38:58","11_36","11_36",-55.0,-102.0,80.0,37.326,100,"High","No Change"
"2026-06-24 05:40:01","11_36","11_36",-55.0,-102.0,48.0,41.772,100,"Medium","No Change"
"2026-06-24 05:50:01","11_36","11_36",-55.0,-102.0,55.0,36.67,100,"Medium","No Change"
"2026-06-24 06:00:01","11_36","11_36",-55.0,-102.0,68.0,40.119,100,"High","No Change"
"2026-06-24 06:10:01","11_36","11_36",-55.0,-102.0,67.0,60.072,100,"High","No Change"
"2026-06-24 06:20:01","11_36","11_36",-55.0,-102.0,70.0,35.428,100,"High","No Change"
"2026-06-24 06:25:01","11_36","11_36",-55.0,-102.0,71.0,79.635,100,"High","No Change"
"2026-06-24 06:30:01","11_36","11_36",-55.0,-102.0,55.0,37.829,100,"Medium","No Change"
"2026-06-24 06:35:01","11_36","11_36",-55.0,-102.0,64.0,124.92,100,"Medium","No Change"
"2026-06-24 06:40:01","11_36","11_36",-55.0,-102.0,47.0,72.014,100,"Medium","No Change"
"2026-06-24 06:45:01","11_36","6_149",-55.0,-102.0,54.0,158.615,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 149"
"2026-06-24 06:50:01","6_149","6_149",-55.0,-102.0,78.0,138.293,100,"High","No Change"
"2026-06-24 06:55:01","6_149","1_44",-55.0,-102.0,67.0,232.559,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 44"
"2026-06-24 07:00:01","1_44","6_44",-55.0,-102.0,57.0,180.191,100,"Medium","Change 2.4GHz to Ch 6"
"2026-06-24 07:05:01","6_44","6_44",-55.0,-102.0,76.0,42.846,100,"High","No Change"
"2026-06-24 07:10:01","6_44","6_44",-55.0,-102.0,75.0,43.205,100,"High","No Change"
"2026-06-24 07:15:01","6_44","6_44",-55.0,-102.0,48.0,78.072,100,"Medium","No Change"
"2026-06-24 07:20:01","6_44","6_44",-55.0,-102.0,45.0,57.427,100,"Medium","No Change"
"2026-06-24 07:25:01","6_44","6_44",-55.0,-102.0,61.0,61.926,100,"Medium","No Change"
"2026-06-24 07:25:48","6_44","6_44",-55.0,-102.0,62.0,62.935,100,"Medium","No Change"
"2026-06-24 07:30:01","6_44","6_44",-55.0,-102.0,74.0,39.815,100,"High","No Change"
"2026-06-24 07:35:03","6_44","6_44",-55.0,-102.0,47.0,2847.652,100,"Medium","No Change"
"2026-06-24 07:37:13","6_44","6_44",-55.0,-102.0,47.0,139.588,100,"Medium","No Change"
"2026-06-24 07:40:01","6_44","6_44",-55.0,-102.0,65.0,35.644,100,"High","No Change"
"2026-06-24 07:45:03","6_44","11_44",-55.0,-102.0,57.0,2587.2,100,"Medium","Change 2.4GHz to Ch 11"
"2026-06-24 07:50:01","11_44","11_44",-55.0,-102.0,64.0,39.095,100,"Medium","No Change"
"2026-06-24 07:55:01","11_44","11_44",-55.0,-102.0,62.0,110.387,100,"Medium","No Change"
"2026-06-24 08:00:01","11_44","1_44",-55.0,-102.0,56.0,181.134,100,"Medium","Change 2.4GHz to Ch 1"
"2026-06-24 08:05:01","1_44","1_44",-55.0,-102.0,79.0,50.806,100,"High","No Change"
"2026-06-24 08:10:01","1_44","1_44",-55.0,-102.0,77.0,66.003,100,"High","No Change"
"2026-06-24 08:15:01","1_44","1_44",-55.0,-102.0,59.0,37.172,100,"Medium","No Change"
"2026-06-24 08:20:01","1_44","1_44",-55.0,-102.0,77.0,34.256,100,"High","No Change"
"2026-06-24 08:25:01","1_44","1_44",-55.0,-102.0,74.0,40.693,100,"High","No Change"
"2026-06-24 08:30:01","1_44","1_44",-55.0,-102.0,67.0,57.097,100,"High","No Change"
"2026-06-24 08:35:01","1_44","1_44",-55.0,-102.0,60.0,33.039,100,"Medium","No Change"
"2026-06-24 12:09:23","1_44","1_44",-55.0,-102.0,46.0,87.504,100,"Medium","No Change"
"2026-06-24 12:10:02","1_44","1_44",-55.0,-102.0,52.0,75.617,100,"Medium","No Change"
"2026-06-24 12:15:02","1_44","1_44",-55.0,-102.0,65.0,49.699,100,"High","No Change"
"2026-06-24 12:20:02","1_44","1_44",-55.0,-102.0,64.0,90.212,100,"Medium","No Change"
"2026-06-24 12:25:02","1_44","1_44",-55.0,-102.0,72.0,87.644,100,"High","No Change"
"2026-06-24 12:30:02","1_44","6_149",-55.0,-102.0,72.0,173.315,100,"High","Change 2.4GHz to Ch 6 & 5GHz to Ch 149"
"2026-06-24 12:35:02","6_149","6_149",-55.0,-102.0,68.0,88.633,100,"High","No Change"
"2026-06-24 12:40:02","6_149","6_149",-55.0,-102.0,49.0,64.179,100,"Medium","No Change"
"2026-06-24 12:45:02","6_149","6_149",-55.0,-102.0,57.0,51.85,100,"Medium","No Change"
"2026-06-24 12:50:02","6_149","6_149",-55.0,-102.0,53.0,68.276,100,"Medium","No Change"
"2026-06-24 12:55:02","6_149","6_149",-55.0,-102.0,60.0,42.725,100,"Medium","No Change"
"2026-06-24 13:00:02","6_149","6_149",-55.0,-102.0,79.0,61.811,100,"High","No Change"
"2026-06-24 13:05:02","6_149","6_149",-55.0,-102.0,68.0,47.745,100,"High","No Change"
"2026-06-24 13:10:02","6_149","6_149",-55.0,-102.0,74.0,64.881,100,"High","No Change"
"2026-06-24 13:15:02","6_149","6_149",-55.0,-102.0,75.0,75.649,100,"High","No Change"
"2026-06-24 13:20:02","6_149","6_149",-55.0,-102.0,61.0,33.038,100,"Medium","No Change"
"2026-06-24 13:25:02","6_149","6_149",-55.0,-102.0,58.0,88.927,100,"Medium","No Change"
"2026-06-24 13:30:02","6_149","6_149",-55.0,-102.0,62.0,46.458,100,"Medium","No Change"
"2026-06-24 13:35:02","6_149","6_149",-55.0,-102.0,52.0,106.97,100,"Medium","No Change"
"2026-06-24 13:40:02","6_149","11_149",-55.0,-102.0,76.0,237.298,100,"High","Change 2.4GHz to Ch 11"
"2026-06-24 13:45:02","11_149","11_149",-55.0,-102.0,58.0,104.45,100,"Medium","No Change"
"2026-06-24 13:50:02","11_149","11_149",-55.0,-102.0,49.0,139.996,100,"Medium","No Change"
"2026-06-24 13:55:02","11_149","11_149",-55.0,-102.0,46.0,47.204,100,"Medium","No Change"
"2026-06-24 14:00:02","11_149","11_149",-55.0,-102.0,51.0,41.635,100,"Medium","No Change"
"2026-06-24 14:05:02","11_149","11_149",-55.0,-102.0,52.0,111.003,100,"Medium","No Change"
"2026-06-24 14:10:02","11_149","11_149",-55.0,-102.0,56.0,56.055,100,"Medium","No Change"
"2026-06-24 14:15:02","11_149","11_149",-55.0,-102.0,72.0,63.194,100,"High","No Change"
"2026-06-24 14:20:02","11_149","11_149",-55.0,-102.0,73.0,60.825,100,"High","No Change"
"2026-06-24 14:25:02","11_149","11_149",-55.0,-102.0,53.0,52.572,100,"Medium","No Change"
"2026-06-24 14:30:02","11_149","11_149",-55.0,-102.0,68.0,67.013,100,"High","No Change"
"2026-06-24 14:35:02","11_149","11_149",-55.0,-102.0,61.0,55.11,100,"Medium","No Change"
"2026-06-24 14:40:02","11_149","11_149",-55.0,-102.0,71.0,55.227,100,"High","No Change"
"2026-06-24 14:45:02","11_149","11_149",-55.0,-102.0,53.0,85.631,100,"Medium","No Change"
"2026-06-24 14:50:02","11_149","11_149",-55.0,-102.0,56.0,53.249,100,"Medium","No Change"
"2026-06-24 14:55:02","11_149","11_149",-55.0,-102.0,54.0,48.329,100,"Medium","No Change"
"2026-06-24 15:00:02","11_149","11_149",-55.0,-102.0,67.0,49.87,100,"High","No Change"
"2026-06-24 15:05:02","11_149","11_149",-55.0,-102.0,64.0,50.05,100,"Medium","No Change"
"2026-06-24 15:10:02","11_149","11_149",-55.0,-102.0,64.0,53.401,100,"Medium","No Change"
"2026-06-24 15:15:02","11_149","11_149",-55.0,-102.0,52.0,40.445,100,"Medium","No Change"
"2026-06-24 15:20:02","11_149","11_149",-55.0,-102.0,47.0,68.58,100,"Medium","No Change"
"2026-06-24 15:25:02","11_149","11_149",-55.0,-102.0,66.0,62.277,100,"High","No Change"
"2026-06-24 15:30:02","11_149","11_149",-55.0,-102.0,75.0,56.752,100,"High","No Change"
"2026-06-24 15:35:01","11_149","11_149",-55.0,-102.0,77.0,54.114,100,"High","No Change"
"2026-06-24 15:40:01","11_149","11_149",-55.0,-102.0,55.0,49.252,100,"Medium","No Change"
"2026-06-24 15:45:01","11_149","11_149",-55.0,-102.0,75.0,55.323,100,"High","No Change"
"2026-06-24 15:50:01","11_149","11_149",-55.0,-102.0,49.0,37.253,100,"Medium","No Change"
"2026-06-24 15:55:01","11_149","11_149",-55.0,-102.0,50.0,41.767,100,"Medium","No Change"
"2026-06-24 16:00:01","11_149","11_149",-55.0,-102.0,67.0,46.71,100,"High","No Change"
"2026-06-24 16:05:01","11_149","11_149",-55.0,-102.0,66.0,56.725,100,"High","No Change"
"2026-06-24 16:10:01","11_149","11_149",-55.0,-102.0,65.0,41.591,100,"High","No Change"
"2026-06-24 16:15:01","11_149","11_149",-55.0,-102.0,70.0,50.942,100,"High","No Change"
"2026-06-24 16:20:01","11_149","11_149",-55.0,-102.0,73.0,37.912,100,"High","No Change"
"2026-06-24 16:25:01","11_149","11_149",-55.0,-102.0,57.0,44.649,100,"Medium","No Change"
"2026-06-24 16:30:01","11_149","11_149",-55.0,-102.0,78.0,47.316,100,"High","No Change"
"2026-06-24 16:35:01","11_149","11_149",-55.0,-102.0,58.0,31.998,100,"Medium","No Change"
"2026-06-24 16:40:01","11_149","11_149",-55.0,-102.0,79.0,49.759,100,"High","No Change"
"2026-06-24 16:45:01","11_149","11_149",-55.0,-102.0,80.0,37.223,100,"High","No Change"
"2026-06-24 16:50:01","11_149","11_149",-55.0,-102.0,66.0,46.285,100,"High","No Change"
"2026-06-24 16:55:01","11_149","11_149",-55.0,-102.0,78.0,43.041,100,"High","No Change"
"2026-06-24 17:00:01","11_149","11_149",-55.0,-102.0,73.0,52.866,100,"High","No Change"
"2026-06-24 17:05:01","11_149","11_36",-55.0,-102.0,60.0,341.391,100,"Medium","Change 5GHz to Ch 36"
"2026-06-24 17:10:01","11_36","11_36",-55.0,-102.0,47.0,53.799,100,"Medium","No Change"
"2026-06-24 17:15:01","11_36","11_36",-55.0,-102.0,60.0,40.126,100,"Medium","No Change"
"2026-06-24 17:20:01","11_36","11_36",-55.0,-102.0,57.0,98.439,100,"Medium","No Change"
"2026-06-24 17:25:01","11_36","11_36",-55.0,-102.0,65.0,52.894,100,"High","No Change"
"2026-06-24 17:30:01","11_36","11_36",-55.0,-102.0,78.0,45.183,100,"High","No Change"
"2026-06-24 17:35:01","11_36","11_36",-55.0,-102.0,50.0,39.379,100,"Medium","No Change"
"2026-06-24 17:40:01","11_36","11_36",-55.0,-102.0,46.0,46.03,100,"Medium","No Change"
"2026-06-24 17:45:01","11_36","11_36",-55.0,-102.0,63.0,44.538,100,"Medium","No Change"
"2026-06-24 17:50:01","11_36","11_36",-55.0,-102.0,64.0,43.9,100,"Medium","No Change"
"2026-06-24 17:55:01","11_36","11_36",-55.0,-102.0,78.0,49.066,100,"High","No Change"
"2026-06-24 18:00:03","11_36","11_161",-55.0,-102.0,80.0,999.0,100,"High","Change 5GHz to Ch 161"
"2026-06-24 18:05:01","11_161","11_161",-55.0,-102.0,67.0,38.486,100,"High","No Change"
"2026-06-24 18:10:02","11_161","6_44",-55.0,-102.0,55.0,352.28,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 44"
"2026-06-24 18:15:01","6_44","6_44",-55.0,-102.0,49.0,51.114,100,"Medium","No Change"
"2026-06-24 18:20:01","6_44","6_44",-55.0,-102.0,62.0,42.881,100,"Medium","No Change"
"2026-06-24 18:25:01","6_44","6_44",-55.0,-102.0,49.0,48.624,100,"Medium","No Change"
"2026-06-24 18:30:01","6_44","6_44",-55.0,-102.0,77.0,53.899,100,"High","No Change"
"2026-06-24 18:35:01","6_44","6_44",-55.0,-102.0,64.0,33.297,100,"Medium","No Change"
"2026-06-24 18:40:01","6_44","6_44",-55.0,-102.0,54.0,42.243,100,"Medium","No Change"
"2026-06-24 18:45:03","6_44","6_161",-55.0,-102.0,57.0,1407.348,100,"Medium","Change 5GHz to Ch 161"
"2026-06-24 18:50:02","6_161","6_36",-55.0,-102.0,49.0,196.411,100,"Medium","Change 5GHz to Ch 36"
"2026-06-24 18:55:02","6_36","11_161",-55.0,-102.0,59.0,184.493,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 161"
"2026-06-24 19:00:01","11_161","11_161",-55.0,-102.0,50.0,43.634,100,"Medium","No Change"
"2026-06-24 19:05:01","11_161","1_44",-55.0,-102.0,67.0,476.732,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 44"
"2026-06-24 19:10:03","1_44","11_161",-55.0,-102.0,64.0,2905.794,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 161"
"2026-06-24 19:15:02","11_161","1_44",-55.0,-102.0,49.0,174.724,100,"Medium","Change 2.4GHz to Ch 1 & 5GHz to Ch 44"
"2026-06-24 19:20:03","1_44","6_44",-55.0,-102.0,58.0,1680.289,100,"Medium","Change 2.4GHz to Ch 6"
"2026-06-24 19:25:01","6_44","6_44",-55.0,-102.0,45.0,67.371,100,"Medium","No Change"
"2026-06-24 19:30:02","6_44","6_149",-55.0,-102.0,73.0,176.841,100,"High","Change 5GHz to Ch 149"
"2026-06-24 19:35:03","6_149","11_149",-55.0,-102.0,72.0,999.0,100,"High","Change 2.4GHz to Ch 11"
"2026-06-24 19:40:03","11_149","11_44",-55.0,-102.0,52.0,999.0,100,"Medium","Change 5GHz to Ch 44"
"2026-06-24 19:45:03","11_44","1_36",-55.0,-102.0,77.0,999.0,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 36"
"2026-06-24 19:50:03","1_36","6_36",-55.0,-102.0,47.0,999.0,100,"Medium","Change 2.4GHz to Ch 6"
"2026-06-24 19:55:03","6_36","1_149",-55.0,-102.0,74.0,999.0,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 149"
"2026-06-24 20:00:03","1_149","11_44",-55.0,-102.0,73.0,999.0,100,"High","Change 2.4GHz to Ch 11 & 5GHz to Ch 44"
"2026-06-24 20:05:03","11_44","11_161",-55.0,-102.0,75.0,999.0,100,"High","Change 5GHz to Ch 161"
"2026-06-24 20:10:03","11_161","6_44",-55.0,-102.0,79.0,999.0,100,"High","Change 2.4GHz to Ch 6 & 5GHz to Ch 44"
"2026-06-24 20:15:03","6_44","1_44",-55.0,-102.0,62.0,999.0,100,"Medium","Change 2.4GHz to Ch 1"
"2026-06-24 20:20:03","1_44","11_161",-55.0,-102.0,54.0,999.0,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 161"
"2026-06-24 20:25:03","11_161","1_44",-55.0,-102.0,64.0,999.0,100,"Medium","Change 2.4GHz to Ch 1 & 5GHz to Ch 44"
"2026-06-24 20:30:03","1_44","6_161",-55.0,-102.0,62.0,999.0,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 161"
"2026-06-24 20:35:03","6_161","11_44",-55.0,-102.0,78.0,999.0,100,"High","Change 2.4GHz to Ch 11 & 5GHz to Ch 44"
"2026-06-24 20:40:03","11_44","11_44",-55.0,-102.0,76.0,999.0,100,"High","No Change"
"2026-06-24 20:45:03","11_44","6_161",-55.0,-102.0,79.0,999.0,100,"High","Change 2.4GHz to Ch 6 & 5GHz to Ch 161"
"2026-06-24 20:50:03","6_161","1_161",-55.0,-102.0,60.0,999.0,100,"Medium","Change 2.4GHz to Ch 1"
"2026-06-24 20:55:03","1_161","1_149",-55.0,-102.0,55.0,999.0,100,"Medium","Change 5GHz to Ch 149"
"2026-06-24 21:00:03","1_149","11_36",-55.0,-102.0,60.0,999.0,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 36"
"2026-06-24 21:05:03","11_36","6_149",-55.0,-102.0,49.0,999.0,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 149"
"2026-06-24 21:10:03","6_149","11_149",-55.0,-102.0,72.0,999.0,100,"High","Change 2.4GHz to Ch 11"
"2026-06-24 21:15:03","11_149","1_161",-55.0,-102.0,56.0,999.0,100,"Medium","Change 2.4GHz to Ch 1 & 5GHz to Ch 161"
"2026-06-24 21:20:03","1_161","6_161",-55.0,-102.0,79.0,999.0,100,"High","Change 2.4GHz to Ch 6"
"2026-06-24 21:25:03","6_161","11_161",-55.0,-102.0,69.0,1665.344,100,"High","Change 2.4GHz to Ch 11"
"2026-06-24 21:30:01","11_161","11_161",-55.0,-102.0,57.0,38.177,100,"Medium","No Change"
"2026-06-24 21:35:01","11_161","11_161",-55.0,-102.0,59.0,59.709,100,"Medium","No Change"
"2026-06-24 21:40:02","11_161","11_44",-55.0,-102.0,73.0,178.815,100,"High","Change 5GHz to Ch 44"
"2026-06-24 21:45:03","11_44","11_44",-55.0,-102.0,54.0,2182.495,100,"Medium","No Change"
"2026-06-24 21:50:02","11_44","6_161",-55.0,-102.0,45.0,177.693,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 161"
"2026-06-24 21:55:03","6_161","1_36",-55.0,-102.0,59.0,999.0,100,"Medium","Change 2.4GHz to Ch 1 & 5GHz to Ch 36"
"2026-06-24 22:00:03","1_36","6_44",-55.0,-102.0,58.0,2636.879,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 44"
"2026-06-24 22:05:02","6_44","6_161",-55.0,-102.0,64.0,1013.464,100,"Medium","Change 5GHz to Ch 161"
"2026-06-24 22:10:03","6_161","6_44",-55.0,-102.0,60.0,999.0,100,"Medium","Change 5GHz to Ch 44"
"2026-06-24 22:15:03","6_44","1_149",-55.0,-102.0,65.0,999.0,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 149"
"2026-06-24 22:20:03","1_149","11_36",-55.0,-102.0,63.0,999.0,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 36"
"2026-06-24 22:25:03","11_36","11_161",-55.0,-102.0,61.0,999.0,100,"Medium","Change 5GHz to Ch 161"
"2026-06-24 22:30:01","11_161","11_161",-55.0,-102.0,77.0,67.047,100,"High","No Change"
"2026-06-24 22:35:01","11_161","11_161",-55.0,-102.0,45.0,74.442,100,"Medium","No Change"
"2026-06-24 22:40:01","11_161","11_161",-55.0,-102.0,72.0,66.795,100,"High","No Change"
"2026-06-24 22:45:02","11_161","11_161",-55.0,-102.0,48.0,84.671,100,"Medium","No Change"
"2026-06-24 22:50:01","11_161","11_161",-55.0,-102.0,76.0,74.015,100,"High","No Change"
"2026-06-24 22:55:03","11_161","6_161",-55.0,-102.0,73.0,999.0,100,"High","Change 2.4GHz to Ch 6"
"2026-06-24 22:59:33","6_161","11_44",-55.0,-102.0,45.0,999.0,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 44"
"2026-06-24 22:59:47","11_44","1_36",-55.0,-102.0,72.0,999.0,100,"High","Change 2.4GHz to Ch 1 & 5GHz to Ch 36"
"2026-06-24 23:00:03","1_36","6_161",-55.0,-102.0,52.0,2706.665,100,"Medium","Change 2.4GHz to Ch 6 & 5GHz to Ch 161"
"2026-06-24 23:05:03","6_161","11_36",-55.0,-102.0,46.0,999.0,100,"Medium","Change 2.4GHz to Ch 11 & 5GHz to Ch 36"
